train_number,line_number,current_timestamp,current_station,current_passenger,next_station,next_station_time_arrived
2_104,2,2024-01-01 16:18:00,1,0,2,2024-01-01 16:24:00
2_104,2,2024-01-01 16:24:00,2,0,3,2024-01-01 16:30:00
2_104,2,2024-01-01 16:30:00,3,0,4,2024-01-01 16:36:00
2_104,2,2024-01-01 16:36:00,4,0,5,2024-01-01 16:42:00
2_104,2,2024-01-01 16:42:00,5,0,6,2024-01-01 16:48:00
2_104,2,2024-01-01 16:48:00,6,0,0,0
3_104,3,2024-01-01 16:18:00,1,0,2,2024-01-01 16:24:00
3_104,3,2024-01-01 16:24:00,2,0,3,2024-01-01 16:30:00
3_104,3,2024-01-01 16:30:00,3,0,4,2024-01-01 16:36:00
3_104,3,2024-01-01 16:36:00,4,0,5,2024-01-01 16:42:00
3_104,3,2024-01-01 16:42:00,5,0,6,2024-01-01 16:48:00
3_104,3,2024-01-01 16:48:00,6,0,0,0
4_104,4,2024-01-01 16:18:00,1,0,2,2024-01-01 16:24:00
4_104,4,2024-01-01 16:24:00,2,0,3,2024-01-01 16:30:00
4_104,4,2024-01-01 16:30:00,3,0,4,2024-01-01 16:36:00
4_104,4,2024-01-01 16:36:00,4,0,5,2024-01-01 16:42:00
4_104,4,2024-01-01 16:42:00,5,0,6,2024-01-01 16:48:00
4_104,4,2024-01-01 16:48:00,6,0,0,0
1_105,1,2024-01-01 16:24:00,1,0,2,2024-01-01 16:30:00
1_105,1,2024-01-01 16:30:00,2,0,3,2024-01-01 16:36:00
1_105,1,2024-01-01 16:36:00,3,0,4,2024-01-01 16:42:00
1_105,1,2024-01-01 16:42:00,4,0,5,2024-01-01 16:48:00
1_105,1,2024-01-01 16:48:00,5,0,6,2024-01-01 16:54:00
1_105,1,2024-01-01 16:54:00,6,0,0,0
2_105,2,2024-01-01 16:24:00,1,0,2,2024-01-01 16:30:00
2_105,2,2024-01-01 16:30:00,2,0,3,2024-01-01 16:36:00
2_105,2,2024-01-01 16:36:00,3,0,4,2024-01-01 16:42:00
2_105,2,2024-01-01 16:42:00,4,0,5,2024-01-01 16:48:00
2_105,2,2024-01-01 16:48:00,5,0,6,2024-01-01 16:54:00
2_105,2,2024-01-01 16:54:00,6,0,0,0
3_105,3,2024-01-01 16:24:00,1,0,2,2024-01-01 16:30:00
3_105,3,2024-01-01 16:30:00,2,0,3,2024-01-01 16:36:00
3_105,3,2024-01-01 16:36:00,3,0,4,2024-01-01 16:42:00
3_105,3,2024-01-01 16:42:00,4,0,5,2024-01-01 16:48:00
3_105,3,2024-01-01 16:48:00,5,0,6,2024-01-01 16:54:00
3_105,3,2024-01-01 16:54:00,6,0,0,0
4_105,4,2024-01-01 16:24:00,1,0,2,2024-01-01 16:30:00
4_105,4,2024-01-01 16:30:00,2,0,3,2024-01-01 16:36:00
4_105,4,2024-01-01 16:36:00,3,0,4,2024-01-01 16:42:00
4_105,4,2024-01-01 16:42:00,4,0,5,2024-01-01 16:48:00
4_105,4,2024-01-01 16:48:00,5,0,6,2024-01-01 16:54:00
4_105,4,2024-01-01 16:54:00,6,0,0,0
1_106,1,2024-01-01 16:30:00,1,0,2,2024-01-01 16:36:00
1_106,1,2024-01-01 16:36:00,2,0,3,2024-01-01 16:42:00
1_106,1,2024-01-01 16:42:00,3,0,4,2024-01-01 16:48:00
1_106,1,2024-01-01 16:48:00,4,0,5,2024-01-01 16:54:00
1_106,1,2024-01-01 16:54:00,5,0,6,2024-01-01 17:00:00
1_106,1,2024-01-01 17:00:00,6,0,0,0
2_106,2,2024-01-01 16:30:00,1,0,2,2024-01-01 16:36:00
2_106,2,2024-01-01 16:36:00,2,0,3,2024-01-01 16:42:00
2_106,2,2024-01-01 16:42:00,3,0,4,2024-01-01 16:48:00
2_106,2,2024-01-01 16:48:00,4,0,5,2024-01-01 16:54:00
2_106,2,2024-01-01 16:54:00,5,0,6,2024-01-01 17:00:00
2_106,2,2024-01-01 17:00:00,6,0,0,0
3_106,3,2024-01-01 16:30:00,1,0,2,2024-01-01 16:36:00
3_106,3,2024-01-01 16:36:00,2,0,3,2024-01-01 16:42:00
3_106,3,2024-01-01 16:42:00,3,0,4,2024-01-01 16:48:00
3_106,3,2024-01-01 16:48:00,4,0,5,2024-01-01 16:54:00
3_106,3,2024-01-01 16:54:00,5,0,6,2024-01-01 17:00:00
3_106,3,2024-01-01 17:00:00,6,0,0,0
4_106,4,2024-01-01 16:30:00,1,0,2,2024-01-01 16:36:00
4_106,4,2024-01-01 16:36:00,2,0,3,2024-01-01 16:42:00
4_106,4,2024-01-01 16:42:00,3,0,4,2024-01-01 16:48:00
4_106,4,2024-01-01 16:48:00,4,0,5,2024-01-01 16:54:00
4_106,4,2024-01-01 16:54:00,5,0,6,2024-01-01 17:00:00
4_106,4,2024-01-01 17:00:00,6,0,0,0
1_107,1,2024-01-01 16:36:00,1,0,2,2024-01-01 16:42:00
1_107,1,2024-01-01 16:42:00,2,0,3,2024-01-01 16:48:00
1_107,1,2024-01-01 16:48:00,3,0,4,2024-01-01 16:54:00
1_107,1,2024-01-01 16:54:00,4,0,5,2024-01-01 17:00:00
1_107,1,2024-01-01 17:00:00,5,0,6,2024-01-01 17:06:00
1_107,1,2024-01-01 17:06:00,6,0,0,0
2_107,2,2024-01-01 16:36:00,1,0,2,2024-01-01 16:42:00
2_107,2,2024-01-01 16:42:00,2,0,3,2024-01-01 16:48:00
2_107,2,2024-01-01 16:48:00,3,0,4,2024-01-01 16:54:00
2_107,2,2024-01-01 16:54:00,4,0,5,2024-01-01 17:00:00
2_107,2,2024-01-01 17:00:00,5,0,6,2024-01-01 17:06:00
2_107,2,2024-01-01 17:06:00,6,0,0,0
3_107,3,2024-01-01 16:36:00,1,0,2,2024-01-01 16:42:00
3_107,3,2024-01-01 16:42:00,2,0,3,2024-01-01 16:48:00
3_107,3,2024-01-01 16:48:00,3,0,4,2024-01-01 16:54:00
3_107,3,2024-01-01 16:54:00,4,0,5,2024-01-01 17:00:00
3_107,3,2024-01-01 17:00:00,5,0,6,2024-01-01 17:06:00
3_107,3,2024-01-01 17:06:00,6,0,0,0
4_107,4,2024-01-01 16:36:00,1,0,2,2024-01-01 16:42:00
4_107,4,2024-01-01 16:42:00,2,0,3,2024-01-01 16:48:00
4_107,4,2024-01-01 16:48:00,3,0,4,2024-01-01 16:54:00
4_107,4,2024-01-01 16:54:00,4,0,5,2024-01-01 17:00:00
4_107,4,2024-01-01 17:00:00,5,0,6,2024-01-01 17:06:00
4_107,4,2024-01-01 17:06:00,6,0,0,0
1_108,1,2024-01-01 16:42:00,1,0,2,2024-01-01 16:48:00
1_108,1,2024-01-01 16:48:00,2,0,3,2024-01-01 16:54:00
1_108,1,2024-01-01 16:54:00,3,0,4,2024-01-01 17:00:00
1_108,1,2024-01-01 17:00:00,4,0,5,2024-01-01 17:06:00
1_108,1,2024-01-01 17:06:00,5,0,6,2024-01-01 17:12:00
1_108,1,2024-01-01 17:12:00,6,0,0,0
2_108,2,2024-01-01 16:42:00,1,0,2,2024-01-01 16:48:00
2_108,2,2024-01-01 16:48:00,2,0,3,2024-01-01 16:54:00
2_108,2,2024-01-01 16:54:00,3,0,4,2024-01-01 17:00:00
2_108,2,2024-01-01 17:00:00,4,0,5,2024-01-01 17:06:00
2_108,2,2024-01-01 17:06:00,5,0,6,2024-01-01 17:12:00
2_108,2,2024-01-01 17:12:00,6,0,0,0
3_108,3,2024-01-01 16:42:00,1,0,2,2024-01-01 16:48:00
3_108,3,2024-01-01 16:48:00,2,0,3,2024-01-01 16:54:00
3_108,3,2024-01-01 16:54:00,3,0,4,2024-01-01 17:00:00
3_108,3,2024-01-01 17:00:00,4,0,5,2024-01-01 17:06:00
3_108,3,2024-01-01 17:06:00,5,0,6,2024-01-01 17:12:00
3_108,3,2024-01-01 17:12:00,6,0,0,0
4_108,4,2024-01-01 16:42:00,1,0,2,2024-01-01 16:48:00
4_108,4,2024-01-01 16:48:00,2,0,3,2024-01-01 16:54:00
4_108,4,2024-01-01 16:54:00,3,0,4,2024-01-01 17:00:00
4_108,4,2024-01-01 17:00:00,4,0,5,2024-01-01 17:06:00
4_108,4,2024-01-01 17:06:00,5,0,6,2024-01-01 17:12:00
4_108,4,2024-01-01 17:12:00,6,0,0,0
1_109,1,2024-01-01 16:48:00,1,0,2,2024-01-01 16:54:00
1_109,1,2024-01-01 16:54:00,2,0,3,2024-01-01 17:00:00
1_109,1,2024-01-01 17:00:00,3,0,4,2024-01-01 17:06:00
1_109,1,2024-01-01 17:06:00,4,0,5,2024-01-01 17:12:00
1_109,1,2024-01-01 17:12:00,5,0,6,2024-01-01 17:18:00
1_109,1,2024-01-01 17:18:00,6,0,0,0
2_109,2,2024-01-01 16:48:00,1,0,2,2024-01-01 16:54:00
2_109,2,2024-01-01 16:54:00,2,0,3,2024-01-01 17:00:00
2_109,2,2024-01-01 17:00:00,3,0,4,2024-01-01 17:06:00
2_109,2,2024-01-01 17:06:00,4,0,5,2024-01-01 17:12:00
2_109,2,2024-01-01 17:12:00,5,0,6,2024-01-01 17:18:00
2_109,2,2024-01-01 17:18:00,6,0,0,0
3_109,3,2024-01-01 16:48:00,1,0,2,2024-01-01 16:54:00
3_109,3,2024-01-01 16:54:00,2,0,3,2024-01-01 17:00:00
3_109,3,2024-01-01 17:00:00,3,0,4,2024-01-01 17:06:00
3_109,3,2024-01-01 17:06:00,4,0,5,2024-01-01 17:12:00
3_109,3,2024-01-01 17:12:00,5,0,6,2024-01-01 17:18:00
3_109,3,2024-01-01 17:18:00,6,0,0,0
4_109,4,2024-01-01 16:48:00,1,0,2,2024-01-01 16:54:00
4_109,4,2024-01-01 16:54:00,2,0,3,2024-01-01 17:00:00
4_109,4,2024-01-01 17:00:00,3,0,4,2024-01-01 17:06:00
4_109,4,2024-01-01 17:06:00,4,0,5,2024-01-01 17:12:00
4_109,4,2024-01-01 17:12:00,5,0,6,2024-01-01 17:18:00
4_109,4,2024-01-01 17:18:00,6,0,0,0
1_110,1,2024-01-01 16:54:00,1,0,2,2024-01-01 17:00:00
1_110,1,2024-01-01 17:00:00,2,0,3,2024-01-01 17:06:00
1_110,1,2024-01-01 17:06:00,3,0,4,2024-01-01 17:12:00
1_110,1,2024-01-01 17:12:00,4,0,5,2024-01-01 17:18:00
1_110,1,2024-01-01 17:18:00,5,0,6,2024-01-01 17:24:00
1_110,1,2024-01-01 17:24:00,6,0,0,0
2_110,2,2024-01-01 16:54:00,1,0,2,2024-01-01 17:00:00
2_110,2,2024-01-01 17:00:00,2,0,3,2024-01-01 17:06:00
2_110,2,2024-01-01 17:06:00,3,0,4,2024-01-01 17:12:00
2_110,2,2024-01-01 17:12:00,4,0,5,2024-01-01 17:18:00
2_110,2,2024-01-01 17:18:00,5,0,6,2024-01-01 17:24:00
2_110,2,2024-01-01 17:24:00,6,0,0,0
3_110,3,2024-01-01 16:54:00,1,0,2,2024-01-01 17:00:00
3_110,3,2024-01-01 17:00:00,2,0,3,2024-01-01 17:06:00
3_110,3,2024-01-01 17:06:00,3,0,4,2024-01-01 17:12:00
3_110,3,2024-01-01 17:12:00,4,0,5,2024-01-01 17:18:00
3_110,3,2024-01-01 17:18:00,5,0,6,2024-01-01 17:24:00
3_110,3,2024-01-01 17:24:00,6,0,0,0
4_110,4,2024-01-01 16:54:00,1,0,2,2024-01-01 17:00:00
4_110,4,2024-01-01 17:00:00,2,0,3,2024-01-01 17:06:00
4_110,4,2024-01-01 17:06:00,3,0,4,2024-01-01 17:12:00
4_110,4,2024-01-01 17:12:00,4,0,5,2024-01-01 17:18:00
4_110,4,2024-01-01 17:18:00,5,0,6,2024-01-01 17:24:00
4_110,4,2024-01-01 17:24:00,6,0,0,0
1_111,1,2024-01-01 17:00:00,1,0,2,2024-01-01 17:06:00
1_111,1,2024-01-01 17:06:00,2,0,3,2024-01-01 17:12:00
1_111,1,2024-01-01 17:12:00,3,0,4,2024-01-01 17:18:00
1_111,1,2024-01-01 17:18:00,4,0,5,2024-01-01 17:24:00
1_111,1,2024-01-01 17:24:00,5,0,6,2024-01-01 17:30:00
1_111,1,2024-01-01 17:30:00,6,0,0,0
2_111,2,2024-01-01 17:00:00,1,0,2,2024-01-01 17:06:00
2_111,2,2024-01-01 17:06:00,2,0,3,2024-01-01 17:12:00
2_111,2,2024-01-01 17:12:00,3,0,4,2024-01-01 17:18:00
2_111,2,2024-01-01 17:18:00,4,0,5,2024-01-01 17:24:00
2_111,2,2024-01-01 17:24:00,5,0,6,2024-01-01 17:30:00
2_111,2,2024-01-01 17:30:00,6,0,0,0
3_111,3,2024-01-01 17:00:00,1,0,2,2024-01-01 17:06:00
3_111,3,2024-01-01 17:06:00,2,0,3,2024-01-01 17:12:00
3_111,3,2024-01-01 17:12:00,3,0,4,2024-01-01 17:18:00
3_111,3,2024-01-01 17:18:00,4,0,5,2024-01-01 17:24:00
3_111,3,2024-01-01 17:24:00,5,0,6,2024-01-01 17:30:00
3_111,3,2024-01-01 17:30:00,6,0,0,0
4_111,4,2024-01-01 17:00:00,1,0,2,2024-01-01 17:06:00
4_111,4,2024-01-01 17:06:00,2,0,3,2024-01-01 17:12:00
4_111,4,2024-01-01 17:12:00,3,0,4,2024-01-01 17:18:00
4_111,4,2024-01-01 17:18:00,4,0,5,2024-01-01 17:24:00
4_111,4,2024-01-01 17:24:00,5,0,6,2024-01-01 17:30:00
4_111,4,2024-01-01 17:30:00,6,0,0,0
1_112,1,2024-01-01 17:06:00,1,0,2,2024-01-01 17:12:00
1_112,1,2024-01-01 17:12:00,2,0,3,2024-01-01 17:18:00
1_112,1,2024-01-01 17:18:00,3,0,4,2024-01-01 17:24:00
1_112,1,2024-01-01 17:24:00,4,0,5,2024-01-01 17:30:00
1_112,1,2024-01-01 17:30:00,5,0,6,2024-01-01 17:36:00
1_112,1,2024-01-01 17:36:00,6,0,0,0
2_112,2,2024-01-01 17:06:00,1,0,2,2024-01-01 17:12:00
2_112,2,2024-01-01 17:12:00,2,0,3,2024-01-01 17:18:00
2_112,2,2024-01-01 17:18:00,3,0,4,2024-01-01 17:24:00
2_112,2,2024-01-01 17:24:00,4,0,5,2024-01-01 17:30:00
2_112,2,2024-01-01 17:30:00,5,0,6,2024-01-01 17:36:00
2_112,2,2024-01-01 17:36:00,6,0,0,0
3_112,3,2024-01-01 17:06:00,1,0,2,2024-01-01 17:12:00
3_112,3,2024-01-01 17:12:00,2,0,3,2024-01-01 17:18:00
3_112,3,2024-01-01 17:18:00,3,0,4,2024-01-01 17:24:00
3_112,3,2024-01-01 17:24:00,4,0,5,2024-01-01 17:30:00
3_112,3,2024-01-01 17:30:00,5,0,6,2024-01-01 17:36:00
3_112,3,2024-01-01 17:36:00,6,0,0,0
4_112,4,2024-01-01 17:06:00,1,0,2,2024-01-01 17:12:00
4_112,4,2024-01-01 17:12:00,2,0,3,2024-01-01 17:18:00
4_112,4,2024-01-01 17:18:00,3,0,4,2024-01-01 17:24:00
4_112,4,2024-01-01 17:24:00,4,0,5,2024-01-01 17:30:00
4_112,4,2024-01-01 17:30:00,5,0,6,2024-01-01 17:36:00
4_112,4,2024-01-01 17:36:00,6,0,0,0
1_113,1,2024-01-01 17:12:00,1,0,2,2024-01-01 17:18:00
1_113,1,2024-01-01 17:18:00,2,0,3,2024-01-01 17:24:00
1_113,1,2024-01-01 17:24:00,3,0,4,2024-01-01 17:30:00
1_113,1,2024-01-01 17:30:00,4,0,5,2024-01-01 17:36:00
1_113,1,2024-01-01 17:36:00,5,0,6,2024-01-01 17:42:00
1_113,1,2024-01-01 17:42:00,6,0,0,0
2_113,2,2024-01-01 17:12:00,1,0,2,2024-01-01 17:18:00
2_113,2,2024-01-01 17:18:00,2,0,3,2024-01-01 17:24:00
2_113,2,2024-01-01 17:24:00,3,0,4,2024-01-01 17:30:00
2_113,2,2024-01-01 17:30:00,4,0,5,2024-01-01 17:36:00
2_113,2,2024-01-01 17:36:00,5,0,6,2024-01-01 17:42:00
2_113,2,2024-01-01 17:42:00,6,0,0,0
3_113,3,2024-01-01 17:12:00,1,0,2,2024-01-01 17:18:00
3_113,3,2024-01-01 17:18:00,2,0,3,2024-01-01 17:24:00
3_113,3,2024-01-01 17:24:00,3,0,4,2024-01-01 17:30:00
3_113,3,2024-01-01 17:30:00,4,0,5,2024-01-01 17:36:00
3_113,3,2024-01-01 17:36:00,5,0,6,2024-01-01 17:42:00
3_113,3,2024-01-01 17:42:00,6,0,0,0
4_113,4,2024-01-01 17:12:00,1,0,2,2024-01-01 17:18:00
4_113,4,2024-01-01 17:18:00,2,0,3,2024-01-01 17:24:00
4_113,4,2024-01-01 17:24:00,3,0,4,2024-01-01 17:30:00
4_113,4,2024-01-01 17:30:00,4,0,5,2024-01-01 17:36:00
4_113,4,2024-01-01 17:36:00,5,0,6,2024-01-01 17:42:00
4_113,4,2024-01-01 17:42:00,6,0,0,0
1_114,1,2024-01-01 17:18:00,1,0,2,2024-01-01 17:24:00
1_114,1,2024-01-01 17:24:00,2,0,3,2024-01-01 17:30:00
1_114,1,2024-01-01 17:30:00,3,0,4,2024-01-01 17:36:00
1_114,1,2024-01-01 17:36:00,4,0,5,2024-01-01 17:42:00
1_114,1,2024-01-01 17:42:00,5,0,6,2024-01-01 17:48:00
1_114,1,2024-01-01 17:48:00,6,0,0,0
2_114,2,2024-01-01 17:18:00,1,0,2,2024-01-01 17:24:00
2_114,2,2024-01-01 17:24:00,2,0,3,2024-01-01 17:30:00
2_114,2,2024-01-01 17:30:00,3,0,4,2024-01-01 17:36:00
2_114,2,2024-01-01 17:36:00,4,0,5,2024-01-01 17:42:00
2_114,2,2024-01-01 17:42:00,5,0,6,2024-01-01 17:48:00
2_114,2,2024-01-01 17:48:00,6,0,0,0
3_114,3,2024-01-01 17:18:00,1,0,2,2024-01-01 17:24:00
3_114,3,2024-01-01 17:24:00,2,0,3,2024-01-01 17:30:00
3_114,3,2024-01-01 17:30:00,3,0,4,2024-01-01 17:36:00
3_114,3,2024-01-01 17:36:00,4,0,5,2024-01-01 17:42:00
3_114,3,2024-01-01 17:42:00,5,0,6,2024-01-01 17:48:00
3_114,3,2024-01-01 17:48:00,6,0,0,0
4_114,4,2024-01-01 17:18:00,1,0,2,2024-01-01 17:24:00
4_114,4,2024-01-01 17:24:00,2,0,3,2024-01-01 17:30:00
4_114,4,2024-01-01 17:30:00,3,0,4,2024-01-01 17:36:00
4_114,4,2024-01-01 17:36:00,4,0,5,2024-01-01 17:42:00
4_114,4,2024-01-01 17:42:00,5,0,6,2024-01-01 17:48:00
4_114,4,2024-01-01 17:48:00,6,0,0,0
1_115,1,2024-01-01 17:24:00,1,0,2,2024-01-01 17:30:00
1_115,1,2024-01-01 17:30:00,2,0,3,2024-01-01 17:36:00
1_115,1,2024-01-01 17:36:00,3,0,4,2024-01-01 17:42:00
1_115,1,2024-01-01 17:42:00,4,0,5,2024-01-01 17:48:00
1_115,1,2024-01-01 17:48:00,5,0,6,2024-01-01 17:54:00
1_115,1,2024-01-01 17:54:00,6,0,0,0
2_115,2,2024-01-01 17:24:00,1,0,2,2024-01-01 17:30:00
2_115,2,2024-01-01 17:30:00,2,0,3,2024-01-01 17:36:00
2_115,2,2024-01-01 17:36:00,3,0,4,2024-01-01 17:42:00
2_115,2,2024-01-01 17:42:00,4,0,5,2024-01-01 17:48:00
2_115,2,2024-01-01 17:48:00,5,0,6,2024-01-01 17:54:00
2_115,2,2024-01-01 17:54:00,6,0,0,0
3_115,3,2024-01-01 17:24:00,1,0,2,2024-01-01 17:30:00
3_115,3,2024-01-01 17:30:00,2,0,3,2024-01-01 17:36:00
3_115,3,2024-01-01 17:36:00,3,0,4,2024-01-01 17:42:00
3_115,3,2024-01-01 17:42:00,4,0,5,2024-01-01 17:48:00
3_115,3,2024-01-01 17:48:00,5,0,6,2024-01-01 17:54:00
3_115,3,2024-01-01 17:54:00,6,0,0,0
4_115,4,2024-01-01 17:24:00,1,0,2,2024-01-01 17:30:00
4_115,4,2024-01-01 17:30:00,2,0,3,2024-01-01 17:36:00
4_115,4,2024-01-01 17:36:00,3,0,4,2024-01-01 17:42:00
4_115,4,2024-01-01 17:42:00,4,0,5,2024-01-01 17:48:00
4_115,4,2024-01-01 17:48:00,5,0,6,2024-01-01 17:54:00
4_115,4,2024-01-01 17:54:00,6,0,0,0
1_116,1,2024-01-01 17:30:00,1,0,2,2024-01-01 17:36:00
1_116,1,2024-01-01 17:36:00,2,0,3,2024-01-01 17:42:00
1_116,1,2024-01-01 17:42:00,3,0,4,2024-01-01 17:48:00
1_116,1,2024-01-01 17:48:00,4,0,5,2024-01-01 17:54:00
1_116,1,2024-01-01 17:54:00,5,0,6,2024-01-01 18:00:00
1_116,1,2024-01-01 18:00:00,6,0,0,0
2_116,2,2024-01-01 17:30:00,1,0,2,2024-01-01 17:36:00
2_116,2,2024-01-01 17:36:00,2,0,3,2024-01-01 17:42:00
2_116,2,2024-01-01 17:42:00,3,0,4,2024-01-01 17:48:00
2_116,2,2024-01-01 17:48:00,4,0,5,2024-01-01 17:54:00
2_116,2,2024-01-01 17:54:00,5,0,6,2024-01-01 18:00:00
2_116,2,2024-01-01 18:00:00,6,0,0,0
3_116,3,2024-01-01 17:30:00,1,0,2,2024-01-01 17:36:00
3_116,3,2024-01-01 17:36:00,2,0,3,2024-01-01 17:42:00
3_116,3,2024-01-01 17:42:00,3,0,4,2024-01-01 17:48:00
3_116,3,2024-01-01 17:48:00,4,0,5,2024-01-01 17:54:00
3_116,3,2024-01-01 17:54:00,5,0,6,2024-01-01 18:00:00
3_116,3,2024-01-01 18:00:00,6,0,0,0
4_116,4,2024-01-01 17:30:00,1,0,2,2024-01-01 17:36:00
4_116,4,2024-01-01 17:36:00,2,0,3,2024-01-01 17:42:00
4_116,4,2024-01-01 17:42:00,3,0,4,2024-01-01 17:48:00
4_116,4,2024-01-01 17:48:00,4,0,5,2024-01-01 17:54:00
4_116,4,2024-01-01 17:54:00,5,0,6,2024-01-01 18:00:00
4_116,4,2024-01-01 18:00:00,6,0,0,0
1_117,1,2024-01-01 17:36:00,1,0,2,2024-01-01 17:42:00
1_117,1,2024-01-01 17:42:00,2,0,3,2024-01-01 17:48:00
1_117,1,2024-01-01 17:48:00,3,0,4,2024-01-01 17:54:00
1_117,1,2024-01-01 17:54:00,4,0,5,2024-01-01 18:00:00
1_117,1,2024-01-01 18:00:00,5,0,6,2024-01-01 18:06:00
1_117,1,2024-01-01 18:06:00,6,0,0,0
2_117,2,2024-01-01 17:36:00,1,0,2,2024-01-01 17:42:00
2_117,2,2024-01-01 17:42:00,2,0,3,2024-01-01 17:48:00
2_117,2,2024-01-01 17:48:00,3,0,4,2024-01-01 17:54:00
2_117,2,2024-01-01 17:54:00,4,0,5,2024-01-01 18:00:00
2_117,2,2024-01-01 18:00:00,5,0,6,2024-01-01 18:06:00
2_117,2,2024-01-01 18:06:00,6,0,0,0
3_117,3,2024-01-01 17:36:00,1,0,2,2024-01-01 17:42:00
3_117,3,2024-01-01 17:42:00,2,0,3,2024-01-01 17:48:00
3_117,3,2024-01-01 17:48:00,3,0,4,2024-01-01 17:54:00
3_117,3,2024-01-01 17:54:00,4,0,5,2024-01-01 18:00:00
3_117,3,2024-01-01 18:00:00,5,0,6,2024-01-01 18:06:00
3_117,3,2024-01-01 18:06:00,6,0,0,0
4_117,4,2024-01-01 17:36:00,1,0,2,2024-01-01 17:42:00
4_117,4,2024-01-01 17:42:00,2,0,3,2024-01-01 17:48:00
4_117,4,2024-01-01 17:48:00,3,0,4,2024-01-01 17:54:00
4_117,4,2024-01-01 17:54:00,4,0,5,2024-01-01 18:00:00
4_117,4,2024-01-01 18:00:00,5,0,6,2024-01-01 18:06:00
4_117,4,2024-01-01 18:06:00,6,0,0,0
1_118,1,2024-01-01 17:42:00,1,0,2,2024-01-01 17:48:00
1_118,1,2024-01-01 17:48:00,2,0,3,2024-01-01 17:54:00
1_118,1,2024-01-01 17:54:00,3,0,4,2024-01-01 18:00:00
1_118,1,2024-01-01 18:00:00,4,0,5,2024-01-01 18:06:00
1_118,1,2024-01-01 18:06:00,5,0,6,2024-01-01 18:12:00
1_118,1,2024-01-01 18:12:00,6,0,0,0
2_118,2,2024-01-01 17:42:00,1,0,2,2024-01-01 17:48:00
2_118,2,2024-01-01 17:48:00,2,0,3,2024-01-01 17:54:00
2_118,2,2024-01-01 17:54:00,3,0,4,2024-01-01 18:00:00
2_118,2,2024-01-01 18:00:00,4,0,5,2024-01-01 18:06:00
2_118,2,2024-01-01 18:06:00,5,0,6,2024-01-01 18:12:00
2_118,2,2024-01-01 18:12:00,6,0,0,0
3_118,3,2024-01-01 17:42:00,1,0,2,2024-01-01 17:48:00
3_118,3,2024-01-01 17:48:00,2,0,3,2024-01-01 17:54:00
3_118,3,2024-01-01 17:54:00,3,0,4,2024-01-01 18:00:00
3_118,3,2024-01-01 18:00:00,4,0,5,2024-01-01 18:06:00
3_118,3,2024-01-01 18:06:00,5,0,6,2024-01-01 18:12:00
3_118,3,2024-01-01 18:12:00,6,0,0,0
4_118,4,2024-01-01 17:42:00,1,0,2,2024-01-01 17:48:00
4_118,4,2024-01-01 17:48:00,2,0,3,2024-01-01 17:54:00
4_118,4,2024-01-01 17:54:00,3,0,4,2024-01-01 18:00:00
4_118,4,2024-01-01 18:00:00,4,0,5,2024-01-01 18:06:00
4_118,4,2024-01-01 18:06:00,5,0,6,2024-01-01 18:12:00
4_118,4,2024-01-01 18:12:00,6,0,0,0
1_119,1,2024-01-01 17:48:00,1,0,2,2024-01-01 17:54:00
1_119,1,2024-01-01 17:54:00,2,0,3,2024-01-01 18:00:00
1_119,1,2024-01-01 18:00:00,3,0,4,2024-01-01 18:06:00
1_119,1,2024-01-01 18:06:00,4,0,5,2024-01-01 18:12:00
1_119,1,2024-01-01 18:12:00,5,0,6,2024-01-01 18:18:00
1_119,1,2024-01-01 18:18:00,6,0,0,0
2_119,2,2024-01-01 17:48:00,1,0,2,2024-01-01 17:54:00
2_119,2,2024-01-01 17:54:00,2,0,3,2024-01-01 18:00:00
2_119,2,2024-01-01 18:00:00,3,0,4,2024-01-01 18:06:00
2_119,2,2024-01-01 18:06:00,4,0,5,2024-01-01 18:12:00
2_119,2,2024-01-01 18:12:00,5,0,6,2024-01-01 18:18:00
2_119,2,2024-01-01 18:18:00,6,0,0,0
3_119,3,2024-01-01 17:48:00,1,0,2,2024-01-01 17:54:00
3_119,3,2024-01-01 17:54:00,2,0,3,2024-01-01 18:00:00
3_119,3,2024-01-01 18:00:00,3,0,4,2024-01-01 18:06:00
3_119,3,2024-01-01 18:06:00,4,0,5,2024-01-01 18:12:00
3_119,3,2024-01-01 18:12:00,5,0,6,2024-01-01 18:18:00
3_119,3,2024-01-01 18:18:00,6,0,0,0
4_119,4,2024-01-01 17:48:00,1,0,2,2024-01-01 17:54:00
4_119,4,2024-01-01 17:54:00,2,0,3,2024-01-01 18:00:00
4_119,4,2024-01-01 18:00:00,3,0,4,2024-01-01 18:06:00
4_119,4,2024-01-01 18:06:00,4,0,5,2024-01-01 18:12:00
4_119,4,2024-01-01 18:12:00,5,0,6,2024-01-01 18:18:00
4_119,4,2024-01-01 18:18:00,6,0,0,0
1_120,1,2024-01-01 17:54:00,1,0,2,2024-01-01 18:00:00
1_120,1,2024-01-01 18:00:00,2,0,3,2024-01-01 18:06:00
1_120,1,2024-01-01 18:06:00,3,0,4,2024-01-01 18:12:00
1_120,1,2024-01-01 18:12:00,4,0,5,2024-01-01 18:18:00
1_120,1,2024-01-01 18:18:00,5,0,6,2024-01-01 18:24:00
1_120,1,2024-01-01 18:24:00,6,0,0,0
2_120,2,2024-01-01 17:54:00,1,0,2,2024-01-01 18:00:00
